"id"	"family"	"title"	"doi"	"tei_path"	"openalex_cited_by_count"	"openalex_id"	"citation_retrieved_at"	"citation_tier"	"screening_decision"	"screening_reason"	"primary_parametric_dgp_analysis"	"influential_contextual_stratum"	"monte_carlo_status"	"n_simulation_experiments"	"n_dgp_structures"	"n_cells_by_experiment"	"n_dgp_cells_main_text"	"cell_count_status"	"n_replications_by_experiment"	"internal_bootstrap_counts"	"randomization_counts"	"real_data_status"	"n_real_datasets"	"real_dataset_class"	"real_dataset_names"	"real_data_role"	"n_real_with_perf"	"out_of_sample_evaluation"	"validation_scheme"	"method_proposed"	"comparators"	"metrics"	"simulation_sections_reviewed"	"simulation_text_characters_reviewed"	"simulation_scope_note"	"simulation_evidence_section"	"simulation_evidence_excerpt"	"real_data_evidence_section"	"real_data_evidence_excerpt"	"coding_status"	"coder_notes"	"axis_sample_size"	"axis_spatial_dependence"	"axis_weights_geometry"	"axis_noise_snr"	"axis_error_distribution"	"axis_heteroskedasticity"	"axis_nonlinearity"	"axis_x_correlation"	"axis_spatial_scale"	"axis_measurement_error"	"axis_missing_data"
"T07"	"spatiotemporal_panel"	"Spatial dynamic panel data models with correlated random effects"	"10.1016/j.jeconom.2020.05.016"	"corpus\papers\tei\T07.tei.xml"	"27"	"https://openalex.org/W2898278465"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"3"	"3 correlated/random-effects spatial dynamic panel DGPs"	"DGP × 3 W schemes × 3 error distributions × 2 T × 4 N × spatial-parameter settings"	"unclear"	"large_factorial_not_fully_enumerated"	"2000 per parameter combination"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"political competition across Chinese cities"	"empirical application"	"unclear"	"no"	"in-sample parameter and standard-error recovery"	"M-estimator and robust covariance estimator for CRE-SDPD"	"conditional QMLE; M-estimator; full QMLE in spatial-error special case"	"empirical mean; SD; robust estimated SE; bias; efficiency"	"Monte Carlo study"	"5352"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Monte Carlo study"	"Extensive Monte Carlo experiments are run to investigate the finite sample performance of the proposed M-estimator of the CRE-SDPD model, and the finite sample performance of the proposed estimate of the VC matrix of the M-estimator. As in the special case of a RE-SDPD model with only spatial errors the full QMLE is available from Su and Yang (2015) , a comparison is made between the full QMLE and the proposed M-estimator. We use the following three data generating processes (DGPs): whe"	"Empirical application: Political competition in China"	"[Empirical application: Political competition in China] In this section, we apply the estimation and inference methods for the CRE-SDPD model proposed in this paper to investigate strategic interactions in political competitions across Chinese cities. The tournament competition among Chinese local government leaders has been well documented. The competitions have been found over primary policy issues such as economic growth and fiscal budget, as well as over second-dimensional policy issues such as coal mine safety (Li and Zhou, 2005; Yao and Zhang, 2015; Yu et al., 2016; Shi and Xi, 2018) . The provincial superiors can evaluate and promote local leaders based on their performance, and local leaders compete with each other for positions at higher levels. We analyze the annual total investments (in RMB) of 338 prefecture-level cities (of which 80 are autonomous) in the 27 provincial level administrative regions (in short, provinces) in mainland China, from 2010 to 2013. The list of cities can be found in the Supplementary Appendix. The time-lagged dependent variable y t-1 measures policy stability. The spatial lag term Wy t captures the competition among cities, reflecting how investment decisions of the neighboring cities affect 7 The detail is: ∑ T t=-m ε t , and e ∼ N(0, σ 2 2 I n ). Let θ x = (g, φ 1 , φ 2 , σ 1 , σ 2 ). 8 The Rook and Queen schemes are standard. For group…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"T08"	"spatiotemporal_panel"	"Estimation and model selection in general spatial dynamic panel data models"	"10.1073/pnas.1917411117"	"corpus\papers\tei\T08.tei.xml"	"28"	"https://openalex.org/W3007529866"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"2 error distributions (normal; t(3)) in high-dimensional spatial dynamic panel"	"3 (n,T) settings × 2 error distributions = 6"	"6"	"exact"	"1000 per cell"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"Pittsburgh monthly crime counts by census tract"	"real-data analysis"	"unclear"	"no"	"in-sample estimation and variable-selection recovery"	"EDLS+ penalized estimation and model selection"	"oracle; LASSO; MCP; SCAD; OGA+; instrumental-variable method"	"MSE; correct zeros; incorrectly removed nonzeros; computation time"	"Data Examples Simulations."	"9651"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Data Examples Simulations."	"ion to the EDLS+ using both SCAD and MCP penalty functions, some other estimation methods are also considered for estimating θ o , including the oracle estimator (as G is known in simulations), the Least Absolute Shrinkage and Selection Operator (LASSO) estimator (17) , and the estimator obtained by using the orthogonal greedy algorithm (OGA) plus high-dimensional Hannan-Quinn criterion (HDHQ) plus trimming (TRIM) (OGA+HDHQ+TRIM) (18) that is simplified as OGA+ in this paper. It is noted that OGA is a forward stepwise regression method, HDHQ is used to choose a set of regressors along the OGA path by minimizing HDHQ, and TRIM is to exclude i…"	"Data Examples Simulations."	"[Data Examples Simulations.] Let A = (aij )n×n be an adjacency matrix such that aii = 0, aij = aji , j = i. We generate aij , i > j , using Bernoulli distribution B (1, 10/n). We define the weight matrix Wn = D -1 A, where D = diag( n j =1 a1j , n j =1 a2j , . . . , n j =1 anj ), and each row sum of Wn is scaled to one. In the model Eq. 1, let Z be an n × 2 matrix and Zt = (y t-1 , Xt , Xt-1), where Z are generated from the multivariate normal distribution with zero mean vector and covariance matrix I2, Xt is a n × 2 dimension matrix, Xt are generated from the multivariate normal distribution with zero mean vector and covariance matrix given by Σ0 = (cij )2×2 with cij = 0.5 |i-j | , and the error terms εt are iid from normal distribution N (0, 1) or t distribution t(3). Denote θ = (ρ, α, γ 0 , β 0 , γ , β ) , whose true value is θ o = (0.2, 0.5, 0, 0, -1.5, 2.5, 0.3, 0, 0, 0, 0, 0.5, -1, 2, 0, 0) 16×1 Table 1. Performance of EDLS+ and the IV method for estimating θ N(0,1) t(3) Method (n, T) ρ MSE CR ICR ρ MSE CR ICR EDLS+ Oracle (50,50) 0.205 0.037 8.000 0.000 0.200 0.039 8.000 0.000 LASSO 0.248 0.094 2.949 0.000 0.246 0.095 2.981 0.002 MCP 0.199 0.060 6.658 0.111 0.200 0.060 6.665 0.097 SCAD 0.198 0.060 6.711 0.112 0.198 0.060 6.693 0.102 OGA+ 0.142 0.099 7.945 0.395 0.146 0.094 7.943 0.369 Oracle (50,100) 0.203 0.018 8.000 0.000 0.200 0.018 8.000 0.000 LASSO 0.231 0.045 2.96…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"yes_candidate"
"T09"	"spatiotemporal_panel"	"Minimum distance quantile regression for spatial autoregressive panel data models with fixed effects"	"10.1371/journal.pone.0261144"	"corpus\papers\tei\T09.tei.xml"	"7"	"https://openalex.org/W4200558551"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"homoskedastic and heteroskedastic spatial dynamic quantile panel"	"2 variance structures × 3 N × 2 T × 3 quantiles = 36"	"36"	"exact"	"1000 per cell"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"US state cigarette demand"	"empirical illustration"	"unclear"	"no"	"in-sample finite-sample parameter performance"	"IV minimum-distance quantile regression"	"IV-MDQR; MDQR; IV fixed-effects quantile regression"	"bias; RMSE; computation time"	"Monte Carlo simulations"	"6980"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Monte Carlo simulations"	"In this section, we conduct Monte Carlo simulations to investigate the finite sample performance of the IV-MDQR estimator. We report results for average bias and root mean squared error (RMSE). We are mainly interested in comparing the performances of the IV-MDQR estimator and other two QR estimators, such as MDQR and IV-FEQR. The Monte Carlo simulations are repeated 1000 times. We consider several sample sizes and quantiles, where N 2 {50, 100, 200}, T 2 {50, 100}, and τ 2 {0.25, 0.5, 0.75}. For IV-MDQR"	"Illustration"	"[Illustration] In this section, we employ the cigarette demand data set ( https://spatial-panels.com/software/ ) to illustrate our methodologies. The cigarette demand data set has been analyzed by many authors (see, [9, [23] [24] [25] [26] [27] ). The data set is based on a panel of 46 states and covers 1963 to 1992. The spatial weight matrix W is also given in the data set. We take the following two variables as explanatory variables, such as the logarithm average retail price of a pack of cigarettes measured in real terms, (X 1 ), and the logarithm real per capita disposable income (X 2 ). The dependent variable y it is the logarithm real per capita sales of cigarettes by persons of smoking age (14 years and older). Firstly, the Kolmogorov-Smirnov test is employed to test whether the standardized y follows the standard normal distribution. The result shows that the normality assumption is rejected at the 0.05 significance level. Fig 1 gives the p.d.f. plot of response y, which shows that the density of y has larger kurtosis than N(0, 1). Following, we employ the spatial autoregressive panel data model for analysis. The fitted model takes the form: where D it ¼ P N j¼1 w ij y jt . We estimate the parameters using the IV-MDQR, IV-FEQR, MLE, and OLS methods. The results are presented in Table 5 . The first three columns are the IV-MDQR estimates for τ = 0.25, 0.5, 0.75, the mid…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"T10"	"spatiotemporal_panel"	"Modeling Nonstationarity in Space and Time"	"10.1111/biom.12656"	"corpus\papers\tei\T10.tei.xml"	"29"	"https://openalex.org/W2581987418"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"2 (separable; nonseparable latent-dimension space-time covariance)"	"3 separable parameter settings; 2×2×2=8 nonseparable settings; large-data subsampling experiment"	"11 principal covariance cells plus 1 large-data setting"	"exact_principal_design"	"200 per covariance cell; 100 in large-data experiment"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"USGS streamflow, Northern Illinois and Wisconsin"	"empirical application"	"unclear"	"yes"	"drop-one prediction; large-data experiment evaluates 100 randomly dropped observations"	"dimension expansion for nonstationary space-time covariance"	"true model; stationary model; BSZ; BSZ plus stationary temporal model"	"drop-one MSPE; log score"	"Introduction | Extend Dimension Expansion to Space-Time | Learning Latent Dimensions and Model Fitting | Basic Setup | Numerical Results | Discussion"	"27850"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Basic Setup"	"We perform simulation studies to demonstrate the advantages of using our method when the data are nonstationary in both space and time. Two space-time covariance functions are used to simulate spatio-temporal processes. One is the separable model in (2) and the other is the nonseparable model in (3). For each model type, we set parameters at different values to eliminate the effect of particular parameters on the simulation results. Specifically, as shown in Table 1 , we set φ t = φ s ="	"Application to Streamflow Data"	"[Application to Streamflow Data] To further illustrate that our nonstationary space-time covariance model can be useful in practice, we apply it to a streamflow dataset. Daily average discharge of streams from 28 stations in Northern Illinois and Wisconsin during June through October 2013 was obtained from the US Geologi- The dimensions of each model and the notation of LS follow those in Table 1 . cal Survey, see Figure 3a for a station map. The discharge, measured in ft 3 /s, is the volume of water passing through any given point in the stream. Due to of lake and urbanization effects near Madison, WI and Lake Koshkonong on Rock River, Rock River stations below Lake Koshkonong and with extreme drainage areas were excluded from consideration. A stream is a form of catchment or drainage basin, that is, an extent of land where surface water from rain, snow melt, etc. converges and drains to a lower elevation. Thus, the discharge at a station depends on the water level at an unknown point of higher elevation upstream within the drainage basin of that station. Considering upstream elevation as a latent dimension and only observing latitude and longitude coordinates of stations, we apply dimension expansion in an attempt to mimic the effect of elevation upstream of each station. We first take a log transformation of the data and remove the station mean of 2013. We then apply dimens…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"A01"	"GWR_MGWR_SVC"	"Geographically weighted elastic net logistic regression"	"10.1007/s10109-018-0280-7"	"corpus\papers\tei\Geographically_weighted_elastic_net_logistic_regression_W2892463357.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"1"	"1 SVC logistic DGP with local collinearity"	"1"	"1"	"exact"	"100"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"2"	"2"	"2016 US county election; ecospat hypothetical-species presence/absence"	"two empirical case studies"	"2"	"yes"	"leave-one-out classification in both empirical datasets"	"GW-ENLR"	"LR; ENLR; GW-LR; GW-ENLR"	"classification accuracy; local condition number; coefficient shrinkage"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"100 regenerated datasets on Georgia county centroids."	"empirical/application sections"	"Two independent US election and species datasets."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"
"A02"	"complementary"	"Benchmarking Regression Models Under Spatial Heterogeneity"	"10.4230/LIPIcs.GIScience.2023.11"	"corpus\papers\tei\Benchmarking Regression Models Under Spatial heterogeneity.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"1"	"2 (linear; nonlinear with interactions)"	"2 DGPs × 4 sample sizes × 6 lambda levels × 6 sigma levels = 288"	"288"	"exact_principal_design"	"one generated train/test dataset per cell; repeated-seed count not reported"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"5"	"3_to_5"	"California Housing; Atlantic mortality; deforestation; Meuse; plant richness"	"five-dataset benchmark"	"5"	"yes"	"random 90/10 train-test split for synthetic and real datasets"	"cross-family spatial regression benchmark"	"OLS; SLX; GWR; RF; RF with coordinates; spatial RF; RF plus kriging"	"test RMSE; MAE; R2"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"Linear and nonlinear DGPs over n, lambda and sigma factorial."	"empirical/application sections"	"Five named public spatial datasets."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"
"A03"	"GWR_MGWR_SVC"	"Top-down scale approaches for multiscale GWR with locally adaptive bandwidths"	"10.1007/s10109-025-00481-4"	"corpus\papers\tei\atds_mgwr_ghislain_geniaux.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"3"	"4 univariate patterns; 3 multivariate DGPs plus variants"	"4 univariate cells; 8 GG2025 size/SNR cells; 9 DGP/error-distribution cells; additional mixed-model variants"	"lower_bound_21"	"lower_bound_due_to_appendix_variants"	"1000 per principal cell; 300 per appendix sequence-selection cell"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"7"	"more_than_5"	"Georgia; Clearwater; Tokyo; Berlin; VaucluseHousePrice; King County houses; NYC Airbnb"	"seven-dataset predictive benchmark"	"7"	"yes"	"random 5-fold cross-validation on all seven real datasets"	"top-down scale and adaptive MGWR"	"OLS; GWR; MGWR R; MGWR Python; tds_mgwr; atds_mgwr"	"coefficient RMSE; prediction RMSE; AICc; computation time"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"Principal tables yield at least 21 reported cells; appendix variants prevent a false exact total."	"empirical/application sections"	"Seven datasets confirmed in the Results section."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"
"A04"	"GWR_MGWR_SVC"	"A new method for dealing simultaneously with spatial autocorrelation and spatial heterogeneity in regression models"	"10.1016/j.regsciurbeco.2017.04.001"	"corpus\papers\tei\MGWR-SAR_Geniaux&Martinetti.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"3"	"OLS; SAR; GWR; stationary/nonstationary MGWR-SAR DGPs"	"at least 4 concurvity cells; 5 robustness DGP cells; 6 W-identification/noise cells"	"lower_bound_15"	"lower_bound"	"1000 in robustness and W-identification tables; first experiment count unclear"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"Lucas County housing prices"	"empirical prediction study"	"1"	"yes"	"10-fold and 20-fold cross-validation with BLUP prediction"	"MGWR-SAR with W identification"	"OLS; SAR; GWR; MGWR-SAR variants"	"bias; RMSE; correct W identification; RSS; AIC; PMSE"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"Three Monte Carlo experiments; at least 15 reported experiment-cells."	"empirical/application sections"	"One housing dataset with out-of-sample PMSE."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"
"A05"	"spatiotemporal"	"A spatiotemporal weighted regression model for analyzing local nonstationarity in space and time"	"10.5194/gmd-13-6149-2020"	"corpus\papers\tei\A spatiotemporal weighted regression model for nontationarity.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"3"	"3 parametric spatio-temporal scenarios"	"1; 1; 1"	"3"	"exact_scenarios"	"one generated lattice realization per scenario; no repeated-DGP count reported"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"Northeastern US precipitation hydrogen isotopes"	"empirical predictive application"	"1"	"yes"	"LOOCV on the third real-data day"	"STWR"	"OLS; GWR; GTWR; STWR"	"SSE; R2; sigma; AICc; prediction error"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"Three simulated cases vary temporal covariate and coefficient trends."	"empirical/application sections"	"One isotope dataset; simulated cases are not real datasets."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"
"A06"	"GWR_MGWR_SVC"	"Geographically neural network weighted regression for the accurate estimation of spatial non-stationarity"	"10.1080/13658816.2019.1707834"	"corpus\papers\tei\Geographically neural network weighted regression for the accurate estimation of spatial non-stationarity.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"1"	"1 nonlinear SVC surface DGP"	"1"	"1"	"exact"	"100"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"Coastal Zhejiang environmental observations"	"empirical prediction application"	"1"	"yes"	"separate training and testing sets"	"GNNWR"	"OLS; four GWR kernels; GNNWR"	"R2; RMSE; MAE; MAPE; AICc; Pearson correlation"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"Results aggregate 100 independently simulated datasets."	"empirical/application sections"	"One environmental dataset with held-out test observations."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"
"A07"	"geostatistics_GP"	"Joint variable selection of both fixed and random effects for Gaussian process-based spatially varying coefficient models"	"10.1080/13658816.2022.2097684"	"corpus\papers\tei\Dambon_2022_SVC_variable_selection_IJGIS.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"1"	"1 GP-SVC variable-selection DGP"	"1"	"1"	"exact"	"100"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"Dublin Voter 2002"	"empirical model-selection and prediction application"	"1"	"yes"	"10-fold cross-validation"	"penalized maximum likelihood GP-SVC selection"	"ALASSO; MLE; oracle; PMLE; GWR"	"relative model error; selection frequency; BIC; out-of-sample RMSE"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"100 datasets on a perturbed 15x15 grid."	"empirical/application sections"	"One Dublin voter-turnout source."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"
"A08"	"spatial_econometrics"	"The Wald Test of Common Factors in Spatial Model Specification Search Strategies"	"10.1017/pan.2020.23"	"corpus\papers\tei\Juhl2020Wald.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"1"	"nonspatial; SEM; SDM with omitted-variable correlation"	"4 sample sizes × 5 rho levels × 6 gamma levels = 120"	"120"	"exact"	"1000 per cell"	"bootstrap critical values estimated internally; count not stated in main TEI"	"none_explicitly_found"	"yes"	"1"	"1"	"Parliamentary elections and economic growth"	"empirical reanalysis"	"0"	"no"	"in-sample specification testing"	"modified Wald test with bootstrap critical values"	"four Wald parameterizations; bootstrap Wald; likelihood-ratio test"	"type I error; false-positive rate; power"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"n={49,100,225,400}, rho={0,.2,.4,.6,.8}, gamma={0,.2,.4,.6,.8,1}."	"empirical/application sections"	"One electoral panel source used as an empirical example."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"
"A09"	"spatiotemporal"	"Generalized Spatial and Spatiotemporal Autoregressive Conditional Heteroscedasticity"	"10.1016/j.spasta.2018.07.005"	"corpus\papers\tei\Generalised_spatial_and_spatiotemporal_autoregressive_conditional_heteroscedasti_W2511771736.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"2"	"spARCH/SAR-spARCH lattice processes"	"exploratory process illustrations; 3 d levels × 4 alpha levels × 4 rho levels = 48 estimator cells"	"48"	"exact_principal_estimator_design"	"100000 per estimator cell"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"US county lung-cancer mortality"	"empirical illustration"	"0"	"no"	"in-sample parameter estimation and residual diagnostics"	"spARCH and SAR-spARCH"	"linear regression; SAR; SAR-spARCH"	"bias; estimator density; Moran I; AIC"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"Estimator study explicitly reports 48 settings and 10^5 replications."	"empirical/application sections"	"One county-level cancer mortality dataset."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"
"A10"	"spatial_econometrics"	"Flexible shrinkage in high-dimensional Bayesian spatial autoregressive models"	"10.1016/j.spasta.2018.10.004"	"corpus\papers\tei\Flexible_shrinkage_in_high_dimensional_Bayesian_spatial_autoregressive_models_W2803996363.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"1"	"1 matrix-exponential spatial DGP with varying sparsity/dimension"	"4 K levels × 2 q levels = 8"	"8"	"exact"	"100 per cell"	"2000 MCMC iterations per fit, including 1000 burn-in; not DGP repetitions"	"none_explicitly_found"	"yes"	"1"	"1"	"Pan-European regional economic growth"	"empirical illustration"	"0"	"no"	"in-sample estimation and model fit"	"global-local shrinkage priors for spatial autoregression"	"no shrinkage; SSVS; Normal-Gamma; Dirichlet-Laplace"	"parameter RMSE; posterior precision; computation time"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"Eight K-by-q cells, N=100."	"empirical/application sections"	"One pan-European regional-growth source."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"
"A11"	"complementary"	"Measurement error caused by spatial misalignment in environmental epidemiology"	"10.1093/biostatistics/kxn033"	"corpus\papers\tei\gryparis_2009.tei.xml"	""	""	""	"unavailable_pending_refresh"	"include_parametric_dgp"	"Full TEI manually reviewed; explicit parametric DGP and empirical application confirmed."	"yes"	"no"	"yes"	"2"	"continuous and binary health-outcome DGPs with predicted exposure"	"4 continuous scenarios; 2 binary scenarios"	"6"	"exact"	"500 per scenario"	"Bayesian/MCMC draws are computational, not DGP repetitions"	"none_explicitly_found"	"yes"	"1"	"1"	"Greater Boston traffic particles and birth weight"	"empirical health-effect analysis"	"0"	"no"	"parameter-estimation simulation; RC-OOS concerns exposure calibration, not outcome holdout prediction"	"measurement-error corrections for predicted spatial exposure"	"true exposure; plug-in; exposure simulation; RC-OOS; fully Bayesian; two-stage Bayesian"	"bias; average SE; Monte Carlo SD; MSE; coverage"	"full simulation/DGP sections and associated tables/figures"	"full_TEI_manual_review"	"DGP repetitions separated from bootstrap, MCMC, optimization and train/test resampling."	"simulation sections and tables"	"Four continuous and two binary scenarios, each with 500 datasets."	"empirical/application sections"	"One Greater Boston birth-weight/exposure study."	"simulation_and_real_data_manually_verified"	"Added after full-corpus TEI screening on 2026-09-21; uncertain totals retained as lower bounds."	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"
