source_language;source_catalogue;final_category;final_sheet;package;bundle;main_object;dataset_key;dataset;main_file_or_entry;role;keep;description_bundle;description;theme;n;k;useful_variable_count;useful_variables;variables;geometry_type;has_geometry;has_coordinates;coordinate_columns;has_place_name_if_no_geometry;place_name_columns;has_datetime;datetime_columns;has_y;candidate_y_variables;has_multiple_x;candidate_x_variables;auxiliary_files;local_files;duplicate_in_r;r_match;curation_decision;curation_reason;source;source_url;inventory_status;download_status
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;gstat;sic97;sic_obs;;;;main_spatial_sp;;Spatial Interpolation Comparison 1997 data set: Swiss Rainfall;;a qualifier manuellement;100;2;1;rainfall;ID, rainfall;;Yes;No;;No;;No;;Yes;ID;No;rainfall;demstd;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;gstat;fulmar;fulmar;;;;main_table;;Fulmaris glacialis data;;a qualifier manuellement;1324;6;3;depth, coast, fulmar;year, x, y, depth, coast, fulmar;;Yes;Yes;x, y;No;;Yes;year;Yes;depth;Yes;coast, fulmar;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;gstat;meuse.alt;meuse.alt;;;;main_table;;Meuse river altitude data set;;environnement / climat;768;3;1;alt;x, y, alt;;Yes;Yes;x, y;No;;No;;Yes;alt;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;gstat;ncp.grid;ncp.grid;;;;main_table;;Grid for the NCP, the Dutch part of the North Sea;;a qualifier manuellement;2297;5;2;depth, coast;x, y, depth, coast, area;;Yes;Yes;x, y;No;;No;;Yes;depth;Yes;coast, area;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;gstat;pcb;pcb;;;;main_table;;PCB138 measurements in sediment at the NCP, the Dutch part of the North Sea;;a qualifier manuellement;216;7;4;coast, depth, PCB138, yf;year, x, y, coast, depth, PCB138, yf;;Yes;Yes;x, y;No;;Yes;year;Yes;coast;Yes;depth, PCB138, yf;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;gstat;walker;walker;;;;main_spatial_sp;;Walker Lake sample and exhaustive data sets;;a qualifier manuellement;470;4;3;V, U, T;Id, V, U, T;;Yes;No;;No;;No;;Yes;Id;Yes;V, U, T;walker.exh;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;SpatialEpi;NYleukemia_sf;NYleukemia_sf;;;;main_spatial_sf;;Upstate New York Leukemia;;sante / epidemiologie;281;4;1;cases;population, cases, censustract.FIPS, geometry;;Yes;Yes;population;No;censustract.FIPS;No;;Yes;cases;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Turnbull, B. W. et al (1990) Monitoring for clusters of disease: application to leukemia incidence in upstate New York _American Journal of Epidemiology_, *132*, 136-143;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;SpatialEpi;scotland_sf;scotland_sf;;;;main_spatial_sf;;Lip Cancer in Scotland;;sante / epidemiologie;56;5;3;cases, expected, AFF;county.names, cases, expected, AFF, geometry;;Yes;No;;No;county.names;No;;Yes;cases;Yes;expected, AFF;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Kemp I., Boyle P., Smans M. and Muir C. (1985) Atlas of cancer in Scotland, 1975-1980, incidence and epidemiologic perspective _International Agency for Research on Cancer_ *72*.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;spaMM;scotlip;scotlip;;;;main_table;;Lip cancer in Scotland 1975 - 1980;;sante / epidemiologie;56;7;4;district, cases, prop.ag, expec;gridcode, id, district, cases, population, prop.ag, expec;;Yes;Yes;population;No;;No;;Yes;cases;Yes;gridcode, id, district, prop.ag, expec;Nmatrix;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;spaMM;blackcap;blackcap;;;;main_table;;Genetic polymorphism in relation to migration in the blackcap;;a qualifier manuellement;14;5;3;migStatus, means, pos;latitude, longitude, migStatus, means, pos;;Yes;Yes;latitude, longitude;No;;No;;Yes;migStatus;Yes;means, pos;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Data from Mueller et al. (2011), including supplementary material now available from doi:10.1098/rspb.2010.2567 <https://doi.org/10.1098/rspb.2010.2567>.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;spaMM;crack;crack;;;;main_table;;Internal spaMM Functions;;transport / mobilite;241;4;3;crack0, specimen, cycle;y, crack0, specimen, cycle;;Yes;Yes;y;No;;No;;Yes;crack0;Yes;specimen, cycle;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;spaMM;seeds;seeds;;;;main_table;;Seed germination data;;a qualifier manuellement;21;5;3;seed, r, n;plate, seed, extract, r, n;;Yes;Yes;plate;No;extract;No;;Yes;seed;Yes;r, n;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Crowder (1978), Table 3.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;spaMM;wafers;wafers;;;;main_table;;Data from a resistivity experiment for semiconductor materials.;;a qualifier manuellement;198;5;4;X1, X2, X3, batch;X1, X2, X3, batch, y;;Yes;Yes;y;No;;No;;Yes;X1;Yes;X2, X3, batch;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";This data set was manually pasted from Table 3 of Lee et al. (2011). Transcription errors may have occurred.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;ade4;tortues;tortues;;;;main_table;;Morphological Study of the Painted Turtle;;a qualifier manuellement;48;4;3;larg, haut, sexe;long, larg, haut, sexe;;Yes;Yes;long;No;;No;;Yes;larg;Yes;haut, sexe;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Jolicoeur, P. and Mosimann, J. E. (1960) Size and shape variation in the painted turtle. A principal component analysis. _Growth_, *24*, 339-354.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;MASS;Traffic;Traffic;;;;main_table;;Effect of Swedish Speed Limits on Accidents;;transport / mobilite;184;4;1;limit;year, day, limit, y;;Yes;Yes;y;No;;Yes;year, day;Yes;limit;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Svensson, A. (1981) On the goodness-of-fit test for the multiplicative Poisson model. _Annals of Statistics,_ *9*, 697-704.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;MASS;bacteria;bacteria;;;;main_table;;Presence of Bacteria after Drug Treatments;;a qualifier manuellement;220;6;4;ap, hilo, week, trt;y, ap, hilo, week, ID, trt;;Yes;Yes;y;No;;No;;Yes;ap;Yes;hilo, week, ID, trt;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Dr Amanda Leach _via_ Mr James McBroom.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;MASS;cement;cement;;;;main_table;;Heat Evolved by Setting Cements;;a qualifier manuellement;13;5;4;x1, x2, x3, x4;x1, x2, x3, x4, y;;Yes;Yes;y;No;;No;;Yes;x1;Yes;x2, x3, x4;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Woods, H., Steinour, H.H. and Starke, H.R. (1932) Effect of composition of Portland cement on heat evolved during hardening. _Industrial Engineering and Chemistry_, *24*, 1207-1214.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;MASS;eagles;eagles;;;;main_table;;Foraging Ecology of Bald Eagles;;biodiversite / ecologie;8;5;4;n, P, A, V;y, n, P, A, V;;Yes;Yes;y;No;;No;;Yes;n;Yes;P, A, V;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Knight, R. L. and Skagen, S. K. (1988) Agonistic asymmetries and the foraging ecology of Bald Eagles. _Ecology_ *69*, 1188-1194.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;MASS;npr1;npr1;;;;main_table;;US Naval Petroleum Reserve No. 1 data;;a qualifier manuellement;104;4;2;perm, por;x, y, perm, por;;Yes;Yes;x, y;No;;No;;Yes;perm;No;por;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Maher, J.C., Carter, R.D. and Lantz, R.J. (1975) Petroleum geology of Naval Petroleum Reserve No. 1, Elk Hills, Kern County, California. _USGS Professional Paper_ *912*.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;MASS;oats;oats;;;;main_table;;Data from an Oats Field Trial;;a qualifier manuellement;72;4;3;B, V, N;B, V, N, Y;;Yes;Yes;Y;No;;No;;Yes;B;Yes;V, N;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Yates, F. (1935) Complex experiments, _Journal of the Royal Statistical Society Suppl._ *2*, 181-247. Also given in Yates, F. (1970) _Experimental design: Selected papers of Frank Yates, C.B.E, F.R.S._ London: Griffin.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;MASS;topo;topo;;;;main_table;;Spatial Topographic Data;;a qualifier manuellement;52;3;1;z;x, y, z;;Yes;Yes;x, y;No;;No;;Yes;z;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Davis, J.C. (1973) _Statistics and Data Analysis in Geology._ Wiley.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;Langren.all;Langren.all;;;;main_table;;van Langren's Data on Longitude Distance between Toledo and Rome;;a qualifier manuellement;61;4;1;Author;Author, Year, Name, Longitude;;Yes;Yes;Longitude;No;Name;Yes;Year;Yes;Author;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;Langren1644;Langren1644;;;;main_table;;van Langren's Data on Longitude Distance between Toledo and Rome;;geometries administratives / demographie;12;9;2;Source, Gap;Name, Longitude, Year, Longname, City, Country, Latitude, Source, Gap;;Yes;Yes;Longitude, Longname, Latitude;No;Name, Longname, City, Country;Yes;Year;Yes;Source;No;Gap;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;Minard.temp;Minard.temp;;;;main_table;;Data from Minard's famous graphic map of Napoleon's march on Moscow;;a qualifier manuellement;9;4;1;temp;long, temp, days, date;;Yes;Yes;long;No;;Yes;days, date;Yes;temp;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;Minard.troops;Minard.troops;;;;main_table;;Data from Minard's famous graphic map of Napoleon's march on Moscow;;a qualifier manuellement;51;5;3;survivors, direction, group;long, lat, survivors, direction, group;;Yes;Yes;long, lat;No;;No;;Yes;survivors;Yes;direction, group;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;OldMaps;OldMaps;;;;main_table;;Latitudes and Longitudes of 39 Points in 11 Old Maps;;a qualifier manuellement;468;6;2;point, col;point, col, name, year, lat, long;;Yes;Yes;lat, long;No;name;Yes;year;Yes;point;No;col;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Andrews, D. F., and Herzberg, A. M. (1985). _Data: A Collection of Problems from Many fields for the Student and Research Worker_. New York: Springer, Table 10.1. The data were obtained from http://www.stat.duke.edu/courses/Spring01/sta114/data/Andrews/T10.1.;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;PolioTrials;PolioTrials;;;;main_table;;Polio Field Trials Data;;a qualifier manuellement;8;6;4;Group, Paralytic, NonParalytic, FalseReports;Experiment, Group, Population, Paralytic, NonParalytic, FalseReports;;Yes;Yes;Population;No;;No;;Yes;Experiment;Yes;Group, Paralytic, NonParalytic, FalseReports;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";"Originally from Kyle Siegrist, ""Virtual Laboratories in Probability and Statistics"", link no longer works. Thomas Francis, Robert Korn, et al. (1955). ""An Evaluation of the 1954 Poliomyelitis Vaccine Trials"", _American Journal of Public Health_, *45*, (50 page supplement with a 63 page appendix).";;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;Saturn;Saturn;;;;main_table;;Laplace's Saturn data.;;a qualifier manuellement;24;6;4;Equation, X1, X2, X3;Equation, Year, Y, X1, X2, X3;;Yes;Yes;Y;No;;Yes;Year;Yes;Equation;Yes;X1, X2, X3;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";"Stigler, Stephen (1975). ""Napoleonic statistics: The work of Laplace"", _Biometrika_, *62*, 503-517.";;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;Snow.deaths;Snow.deaths;;;;main_table;;John Snow's Map and Data on the 1854 London Cholera Outbreak;;a qualifier manuellement;578;3;1;case;case, x, y;;Yes;Yes;x, y;No;;No;;Yes;case;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;Snow.deaths2;Snow.deaths2;;;;main_table;;John Snow's Map and Data on the 1854 London Cholera Outbreak;;a qualifier manuellement;578;3;1;case;case, x, y;;Yes;Yes;x, y;No;;No;;Yes;case;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;HistData;Snow.pumps;Snow.pumps;;;;main_table;;John Snow's Map and Data on the 1854 London Cholera Outbreak;;a qualifier manuellement;13;4;2;pump, label;pump, label, x, y;;Yes;Yes;x, y;No;;No;;Yes;pump;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";NA;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;AER;WeakInstrument;WeakInstrument;;;;main_table;;Artificial Weak Instrument Data;;a qualifier manuellement;200;3;1;z;y, x, z;;Yes;Yes;y, x;No;;No;;Yes;z;No;;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";Online complements to Stock and Watson (2007).;;;
R;software_r_catalog_curated_workbook.xlsx;Spatial simple;Spatial_simple;agridat;acorsi.grayleafspot;acorsi.grayleafspot;;;;main_table;;Multi-environment trial evaluating 36 maize genotypes in 9 locations;;environnement / climat;648;4;3;gen, env, rep;gen, env, rep, y;;Yes;Yes;y;No;;No;;Yes;gen;Yes;env, rep;;;;;Spatial simple;"Information spatiale presente, mais moins de 5 variables modelisables; utile surtout pour cartographie, autocorrelation ou krigeage simple.";C. R. L. Acorsi, T. A. Guedes, M. M. D. Coan, R. J. B. Pinto, C. A. Scapim, C. A. P. Pacheco, P. E. O. Guimaraes, C. R. Casela. (2016). Applying the generalized additive main effects and multiplicative interaction model to analysis of maize genotypes resistant to grey leaf spot. _Journal of Agricultural Science_. https://doi.org/10.1017/S0021859616001015 Electronic data and R code kindly provided by Marlon Coan.;;;
