"package";"bundle";"main_object";"role";"description_bundle";"source";"variables";"auxiliary_files";"n";"k";"has_geometry";"has_coordinates";"coordinate_columns";"has_multiple_x";"candidate_x_variables";"candidate_y_variables";"target_status";"formula_text";"has_referenced_paper";"paper_doi";"paper_title";"paper_use_summary";"paper_model_keywords";"paper_formula_or_equation";"paper_variables_used";"paper_related_datasets";"paper_reference_evidence";"paper_evidence_status";"has_place_name_if_no_geometry";"place_name_columns";"datetime_columns";"theme";"analytical_group";"linked_datasets";"group_has_y";"group_y_variables";"group_x_variables";"duplicate_key";"duplicate_status"
"agridat";"lee.potatoblight";"lee.potatoblight";"observation_table";"Repeated measurements of resistance to potato blight";"Lee, Arier Chi-Lun (2009). Random effects models for ordinal data. Ph.D. thesis, The University of Auckland. https://researchspace.auckland.ac.nz/handle/2292/4544.";"year, gen, col, row, rep, date, y";"";14570;7;"No";"No";"";"Yes";"col, row, date";"y";"documented_formula";"y ~ col*row|date";"Yes";"";"";"Models/methods detected: bayesian, regression.";"bayesian, regression";"y ~ col*row|date | y ~ date|gen | Lee (2009) used a Bayesian model that extends the ordinal | regression of McCullagh to include spatial variation and sigmoid | desplot(dat, y ~ col*row|date, | xyplot(y ~ date|gen, dat, subset=year==1983, group=rep,";"y, col, row, date, gen, Lee, used, a, Bayesian, model, that, extends, the, ordinal, regression, of, McCullagh, to, include, spatial, variation, and, sigmoid, desplot, dat, xyplot, year, group, rep";"";"Source: Lee, Arier Chi-Lun (2009). Random effects models for ordinal data. Ph.D. thesis, The University of Auckland. https://researchspace.auckland.ac.nz/handle/2292/4544. || Description: Repeated measurements of resistance to potato blight. || Details: These data werre collected from biennial screening trials conducted by the New Zealand Institute of Crop and Food Research at the Pukekohe Field Station. The trials evaluate the resistance of potato cultivars to late blight caused by the fungus _Phytophthora infestans_. In each trial, the damage to necrotic tissue was rated on a 1-9 scale at multiple time points during the growing season. Lee (2009) used a Bayesian model that extends the ordinal regression of McCullagh to include spatial variation and sigmoid logistic curves to model the time dependence of repeated measurements on the same plot. Data from 1989 were not included due to a different trial setup being used. All the trials here were laid out as latinized row-column designs with 4 or 5 reps. Each plot consisted of four seed tubers planted with two Ilam Hardy spread plants in a single row 2 meters long with 76 centimeter spacing between rows. In 1997, 18 plots were lost due to flooding. In 2001, by the end of the season most plants were nearly dead. Note, in plant-breeding, it is common to use a ""breeder code"" for each genotype, which after several years of testing is changed to a registered commercial variety name. For this R package, the Potato Pedigree Database, https://www.plantbreeding.wur.nl/potatopedigree/reverselookup.php, was used to change breeder codes (in early testing) to the variety names used in later testing. For example, among the changes made were the following: Driver 287.12 Kiwitea 064/56 Gladiator 1308.66 Karaka 221.17 Kiwitea 064.56 maybe 064.54 Moonlight 511.1 Pacific 177.3 Red Rascal 1830.11 Rua 155.05 Summit 517.12 White Delight 1949.64 Used with permission of Arier Chi-Lun Lee and John Anderson. Data retrieved from https://researchspace.auckland.ac.nz/handle/2292/5240. Licensed via Open Database License 1.0. (allows sub-licensing). See: https://opendatacommons.org/licenses/dbcl/1.0/";"formula_or_model_found";"No";"";"year, date";"agronomie / agriculture";"agridat::bundle::lee.potatoblight";"lee.potatoblight";"Yes";"y";"col, row, date";"leepotatoblight::repeatedmeasurementsofresistancetopotatoblight";"unique"
"agridat";"lehmann.millet.uniformity";"lehmann.millet.uniformity";"response_table";"Uniformity trial of millet in India";"Lehmann, A. Ninth Annual Report of the Agricultural Chemist For the Year 1907-08. Department of Agriculture, Mysore State. [2nd-9th] Annual Report of the Agricultural Chemist. https://books.google.com/books?id=u_dHAAAAYAAJ";"year, plot, range, yield, total";"";396;5;"No";"No";"";"Yes";"year, plot, range";"yield";"documented_formula";"yield ~ range*plot|year";"Yes";"";"";"";"";"yield ~ range*plot|year | total ~ range*plot|year | desplot(dat, yield ~ range*plot|year, | desplot(dat, total ~ range*plot|year,";"yield, range, plot, year, total, desplot, dat";"";"Source: Lehmann, A. Ninth Annual Report of the Agricultural Chemist For the Year 1907-08. Department of Agriculture, Mysore State. [2nd-9th] Annual Report of the Agricultural Chemist. https://books.google.com/books?id=u_dHAAAAYAAJ || References: Theodor Roemer (1920). Der Feldversuch. Page 69, table 13. https://www.google.com/books/edition/Arbeiten_der_Deutschen_Landwirtschafts_G/7zBSAQAAMAAJ || Description: Uniformity trial of millet in India, 3 years on same land. || Details: A uniformity experiment of ragi (millet) on the Experimental Farm at Hebbal (near Bangalore). The plots were the same year-over-year. The 6th report P. 2: The plots are 1/10 acre, each 50 links wide and 200 links long. Map (only partially scanned in the pdf). ""A part of the dry lands nearest the tank, which is not quite as uniform as the remainder, is already excluded from the experimental ground proper"". The 7th report P. 12, pdf p. 233: Table 3 has grain/straw yield for 1905. The 9th report P. 1-10 has comments. P. 36-39 have data: Table 1 has grain yield, table 2 total yield of grain and straw. Columns are, left-right, A-F. Rows are, top-bottom, 1-22. The season of 1906 was abnormally wet compared with 1905 and 1907. [9th report] Field width: 6 plots * 200 links Field length: 22 plots * 50 links";"formula_or_model_found";"No";"";"year";"agronomie / agriculture";"agridat::bundle::lehmann.millet.uniformity";"lehmann.millet.uniformity";"Yes";"yield";"year, plot, range";"lehmannmilletuniformity::uniformitytrialofmilletinindia";"unique"
"agridat";"lehmann.rice.uniformity";"lehmann.rice.uniformity";"response_table";"Uniformity trial of rice in India";"Lehmann, A. Ninth Annual Report of the Agricultural Chemist For the Year 1907-08. Department of Agriculture, Mysore State. [2nd-9th] Annual Report of the Agricultural Chemist. https://books.google.com/books?id=u_dHAAAAYAAJ";"year, plot, range, yield, total";"";153;5;"No";"No";"";"Yes";"year, plot, range";"yield";"documented_formula";"yield ~ range*plot|year";"Yes";"";"";"";"";"yield ~ range*plot|year | total ~ range*plot|year | desplot(dat, yield ~ range*plot|year, | desplot(dat, total ~ range*plot|year,";"yield, range, plot, year, total, desplot, dat";"";"Source: Lehmann, A. Ninth Annual Report of the Agricultural Chemist For the Year 1907-08. Department of Agriculture, Mysore State. [2nd-9th] Annual Report of the Agricultural Chemist. https://books.google.com/books?id=u_dHAAAAYAAJ || References: Theodor Roemer (1920). Der Feldversuch. Page 68, table 12. https://www.google.com/books/edition/Arbeiten_der_Deutschen_Landwirtschafts_G/7zBSAQAAMAAJ || Description: Uniformity trial of rice in India, 3 years on same land. || Details: A uniformity experiment of paddy rice on the Experimental Farm at Hebbal (near Bangalore). The plots were the same year-over-year. The 6th report P. 2: Plots are 1/10 acre, 50 links wide, 200 links long. The 7th report P. 6 table 1 has yield (pounds) of paddy produced on the wet area of the farm for 1905-196. (No total weight weight is given). The 9th report P. 19 has commenets. P. 47 tables 6 & 7 has grain/total yield for Range B and Range C 1906-1908. Field width: 3 plots * 200 links Field length: 17 plots * 50 links Transcription details: Data values typed and checked by K.Wright 2024.12.09.";"formula_or_model_found";"No";"";"year";"agronomie / agriculture";"agridat::bundle::lehmann.rice.uniformity";"lehmann.rice.uniformity";"Yes";"yield";"year, plot, range";"lehmannriceuniformity::uniformitytrialofriceinindia";"unique"
"agridat";"lehner.soybeanmold";"lehner.soybeanmold";"response_table";"Yield, white mold, and sclerotia for soybeans in Brazil";"Lehner, M. S., Pethybridge, S. J., Meyer, M. C., & Del Ponte, E. M. (2016). Meta-analytic modelling of the incidence-yield and incidence-sclerotial production relationships in soybean white mould epidemics. _Plant Pathology_. doi:10.1111/ppa.12590";"study, year, loc, elev, region, trt, yield, mold, sclerotia";"";382;9;"No";"No";"";"Yes";"study, mold";"yield";"documented_formula";"yield ~ mold|study";"Yes";"10.1111/ppa.12590";"Meta‐analytic modelling of the incidence–yield and incidence–sclerotial production relationships in soybean white mould epidemics";"Referenced work: Meta‐analytic modelling of the incidence–yield and incidence–sclerotial production relationships in soybean white mould epidemics.  Models/methods detected: lmer, mixed model.";"lmer, mixed model";"yield ~ mold|study | sclerotia ~ mold|study | lmer(yield ~ mold # overall slope + (1+mold |study | xyplot(yield ~ mold|study, dat, type=c('p','r'), | # xyplot(sclerotia ~ mold|study, dat, type=c('p','r')) | segplot(factor(study) ~ conf.low+conf.high, data=cors,";"yield, mold, study, sclerotia, overall, slope, xyplot, dat, type, c, p, r, segplot, factor, conf.low, conf.high, cors";"lehner.soybeanmold";"Source: Lehner, M. S., Pethybridge, S. J., Meyer, M. C., & Del Ponte, E. M. (2016). Meta-analytic modelling of the incidence-yield and incidence-sclerotial production relationships in soybean white mould epidemics. _Plant Pathology_. doi:10.1111/ppa.12590 || References: Full commented code and analysis https://emdelponte.github.io/paper-white-mold-meta-analysis/ || Description: Yield, white mold, and sclerotia for soybeans in Brazil || Details: Data are the mean of 4 reps. Original source (Portuguese) https://ainfo.cnptia.embrapa.br/digital/bitstream/item/101371/1/Ensaios-cooperativos-de-controle-quimico-de-mofo-branco-na-cultura-da-soja-safras-2009-a-2012.pdf Data included here via GPL3 license.";"formula_or_model_found";"Yes";"region";"year";"agronomie / agriculture";"agridat::paper::10.1111/ppa.12590";"lehner.soybeanmold";"Yes";"yield";"study, mold";"lehnersoybeanmold::yieldwhitemoldandsclerotiaforsoybeansinbrazil";"unique"
"agridat";"lessman.sorghum.uniformity";"lessman.sorghum.uniformity";"response_table";"Uniformity trial of sorghum";"Lessman, Koert James (1962). Comparisons of methods for testing grain yield of sorghum. Iowa State University. Retrospective Theses and Dissertations. Paper 2063. Appendix Table 17. https://lib.dr.iastate.edu/rtd/2063";"row, col, yield";"";2640;3;"No";"No";"";"Yes";"row, col";"yield";"documented_formula";"yield ~ col*row";"Yes";"";"";"";"";"yield ~ col*row | row~col | desplot(dat, yield ~ col*row, | dmat <- acast(dat, row~col, value.var='yield')";"yield, col, row, desplot, dat, dmat, acast, value.var";"";"Source: Lessman, Koert James (1962). Comparisons of methods for testing grain yield of sorghum. Iowa State University. Retrospective Theses and Dissertations. Paper 2063. Appendix Table 17. https://lib.dr.iastate.edu/rtd/2063 || References: None. || Description: Uniformity trial of sorghum at Ames, Iowa, 1959. || Details: The uniformity trial was conducted at the Agronomy Farm at Ames, Iowa, in 1959. The field was planted to grain sorghum in rows spaces 40 inches apart, thinned to a stand of three inches between plants. The entire field was 48 rows (40 inches apart), each 300 feet long and harvested in 5-foot lengths. Threshed grain was dried to 8-10 percent moisture before weighing. Weights are ounces. Average yield for the field was 95.3 bu/ac. Field width: 48 rows * 40 inches / 12in/ft = 160 feet Field length: 60 plots * 5 feet = 300 feet Plot yields from the two outer rows on each side of the field were omitted from the analysis. CV values from this data do not quite match Lessman's value. The first page of Table 17 was manually checked for correctness and there were no problems with the optical character recognition (other than obvious errors like 0/o).";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::bundle::lessman.sorghum.uniformity";"lessman.sorghum.uniformity";"Yes";"yield";"row, col";"lessmansorghumuniformity::uniformitytrialofsorghum";"unique"
"agridat";"li.millet.uniformity";"li.millet.uniformity";"response_table";"Uniformity trial of millet";"Li, HW and Meng, CJ and Liu, TN. 1936. Field Results in a Millet Breeding Experiment. Agronomy Journal, 28, 1-15. Table 1. https://doi.org/10.2134/agronj1936.00021962002800010001x";"row, col, yield";"";600;3;"No";"No";"";"Yes";"row, col";"yield";"documented_formula";"yield~col*row";"Yes";"10.2134/agronj1936.00021962002800010001x";"Field Results in a Millet Breeding Experiment<sup>1</sup>";"Referenced work: Field Results in a Millet Breeding Experiment<sup>1</sup>.";"";"yield~col*row | desplot(dat, yield~col*row,";"yield, col, row, desplot, dat";"li.millet.uniformity";"Source: Li, HW and Meng, CJ and Liu, TN. 1936. Field Results in a Millet Breeding Experiment. Agronomy Journal, 28, 1-15. Table 1. https://doi.org/10.2134/agronj1936.00021962002800010001x || Description: Uniformity trial of millet at China in 1934. || Details: Crop date estimated to be 1934. Field was 100 ft x 100 ft. Plots were 15 feet long by 1 foot wide. Field width: 100 plots * 1 foot = 100 feet Field length: 6 plots * 15 feet = 100 feet Li found the most efficient use of land was obtained with plats 15 feet long and two rowss wide. Also satisfactory would be one row 30 feet long.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.2134/agronj1936.00021962002800010001x";"li.millet.uniformity";"Yes";"yield";"row, col";"limilletuniformity::uniformitytrialofmillet";"unique"
"agridat";"lillemo.wheat";"lillemo.wheat";"response_table";"Multi-environment trial of wheat susceptibile to powdery mildew";"Morten Lillemo, Ravi Sing, Maarten van Ginkel. (2011). Identification of Stable Resistance to Powdery Mildew in Wheat Based on Parametric and Nonparametric Methods Crop Sci. 50:478-485. https://doi.org/10.2135/cropsci2009.03.0116";"gen, env, score, scale";"";408;4;"No";"No";"";"No";"env";"gen";"documented_formula";"gen~env";"Yes";"10.2135/cropsci2009.03.0116";"Identification of Stable Resistance to Powdery Mildew in Wheat Based on Parametric and Nonparametric Methods";"Referenced work: Identification of Stable Resistance to Powdery Mildew in Wheat Based on Parametric and Nonparametric Methods.";"";"gen~env | qqmath(~score|env, dat, group=scale, | datm <- acast(dat, gen~env, value.var='score')";"gen, env, qqmath, score, dat, group, scale, datm, acast, value.var";"lillemo.wheat";"Source: Morten Lillemo, Ravi Sing, Maarten van Ginkel. (2011). Identification of Stable Resistance to Powdery Mildew in Wheat Based on Parametric and Nonparametric Methods Crop Sci. 50:478-485. https://doi.org/10.2135/cropsci2009.03.0116 || References: None. || Description: Resistance of wheat to powdery mildew || Details: The data are means across reps of the original scores. Lower scores indicate better resistance to mildew. Each location used one of four different measurement scales for scoring resistance to powdery mildew: 0-5 scale, 1-9 scale, 0-9 scale, percent. Environment codes consist of two letters for the location name and two digits for the year of testing. Location names: CA=Cruz Alta, Brazil. Ba= Bawburgh, UK. Aa=As, Norway. Ha=Hamar, Norway. Ch=Choryn, Poland. Ce=Cerekwica, Poland. Ma=Martonvasar, Hungary. Kh=Kharkiv, Ukraine. BT=Bila Tserkva, Ukraine. Gl=Glevakha, Ukraine. Bj=Beijing, China. Note, Lillemo et al. did not remove genotype effects as is customary when calculating Huehn's non-parametric stability statistics. In the examples below, the results do not quite match the results of Lillemo. This could easily be the result of the original data table being rounded to 1 decimal place. For example, environment 'Aa03' had 3 reps and so the mean for genotype 1 was probably 16.333, not 16.3. Used with permission of Morten Lillemo. Electronic data supplied by Miroslav Zoric.";"formula_or_model_found";"No";"";"";"environnement / climat";"agridat::paper::10.2135/cropsci2009.03.0116";"lillemo.wheat";"Yes";"gen";"env";"lillemowheat::multienvironmenttrialofwheatsusceptibiletopowderymildew";"unique"
"agridat";"lin.superiority";"lin.superiority";"response_table";"Multi-environment trial of 33 barley genotypes in 12 locations";"C. S. Lin, M. R. Binns (1985). Procedural approach for assessing cultivar-location data: Pairwise genotype-environment interactions of test cultivars with checks _Canadian Journal of Plant Science_, 1985, 65(4): 1065-1071. Table 1. https://doi.org/10.4141/cjps85-136";"gen, region, loc, yield";"";396;4;"No";"No";"";"No";"loc";"gen";"documented_formula";"gen ~ loc";"Yes";"10.2134/agronj2000.923454x | 10.4141/cjps85-136 | 10.4141/cjps88-018";"Sasg × estab: A sas program for computing genotype × environment stability statistics | PROCEDURAL APPROACH FOR ASSESSING CULTIVAR-LOCATION DATA: PAIRWISE GENOTYPE-ENVIRONMENT INTERACTIONS OF TEST CULTIVARS WITH CHECKS | A SUPERIORITY MEASURE OF CULTIVAR PERFORMANCE FOR CULTIVAR × LOCATION DATA";"Referenced work: Sasg × estab: A sas program for computing genotype × environment stability statistics | PROCEDURAL APPROACH FOR ASSESSING CULTIVAR-LOCATION DATA: PAIRWISE GENOTYPE-ENVIRONMENT INTERACTIONS OF TEST CULTIVARS WITH CHECKS | A SUPERIORITY MEASURE OF CULTIVAR PERFORMANCE FOR CULTIVAR × LOCATION DATA.";"";"gen ~ loc | yield ~ gen*loc | locmax ~ locmean|gen | yield ~ locmean|gen | dat2 <- acast(dat, gen ~ loc, value.var=""yield"") | # m1 <- gge(dat, yield ~ gen*loc, env.group=region,";"gen, loc, yield, locmax, locmean, dat2, acast, dat, value.var, m1, gge, env.group, region";"lin.superiority";"Source: C. S. Lin, M. R. Binns (1985). Procedural approach for assessing cultivar-location data: Pairwise genotype-environment interactions of test cultivars with checks _Canadian Journal of Plant Science_, 1985, 65(4): 1065-1071. Table 1. https://doi.org/10.4141/cjps85-136 || References: C. S. Lin, M. R. Binns (1988). A Superiority Measure Of Cultivar Performance For Cultivar x Location Data. _Canadian Journal of Plant Science_, 68, 193-198. https://doi.org/10.4141/cjps88-018 Mohammed Ali Hussein, Asmund Bjornstad, and A. H. Aastveit (2000). SASG x ESTAB: A SAS Program for Computing Genotype x Environment Stability Statistics. _Agronomy Journal_, 92; 454-459. https://doi.org/10.2134/agronj2000.923454x || Description: Multi-environment trial of 33 barley genotypes in 12 locations || Details: Yield of six-row barley from the 1983 annual report of Eastern Cooperative Test in Canada. The named cultivars Bruce, Conquest, Laurier, Leger are checks, while the other cultivars were tests.";"formula_or_model_found";"Yes";"region";"";"environnement / climat";"agridat::paper::10.2134/agronj2000.923454x";"lin.superiority";"Yes";"gen";"loc";"linsuperiority::multienvironmenttrialof33barleygenotypesin12locations";"unique"
"agridat";"lin.unbalanced";"lin.unbalanced";"response_table";"Multi-environment trial of 33 barley genotypes in 18 locations";"C. S. Lin, M. R. Binns (1988). A Method for Assessing Regional Trial Data When The Test Cultivars Are Unbalanced With Respect to Locations. _Canadian Journal of Plant Science_, 68(4): 1103-1110. https://doi.org/10.4141/cjps88-130";"gen, loc, yield, region";"";405;4;"No";"No";"";"No";"loc";"yield";"documented_formula";"yield ~ loc";"Yes";"10.4141/cjps88-130";"A METHOD FOR ASSESSING REGIONAL TRIAL DATA WHEN THE TEST CULTIVARS ARE UNBALANCED WITH RESPECT TO LOCATIONS";"Referenced work: A METHOD FOR ASSESSING REGIONAL TRIAL DATA WHEN THE TEST CULTIVARS ARE UNBALANCED WITH RESPECT TO LOCATIONS.";"";"yield ~ loc | gen ~ loc | # aggregate(yield ~ loc, data=dat, FUN=max) | aggregate(yield ~ loc, data=dat2, FUN=mean) | dat3 <- acast(dat, gen ~ loc, value.var=""yield"")";"yield, loc, gen, aggregate, dat, FUN, max, dat2, mean, dat3, acast, value.var";"lin.unbalanced";"Source: C. S. Lin, M. R. Binns (1988). A Method for Assessing Regional Trial Data When The Test Cultivars Are Unbalanced With Respect to Locations. _Canadian Journal of Plant Science_, 68(4): 1103-1110. https://doi.org/10.4141/cjps88-130 || References: None || Description: Multi-environment trial of 33 barley genotypes in 18 locations || Details: Yield of six-row barley from the 1986 Eastern Cooperative trial The named cultivars Bruce, Laurier, Leger are checks, while the other cultivars were tests. Cultivar names use the following codes: ""A"" is for Atlantic-Quebec. ""O"" is for ""Ontario"". ""S"" is second-year. ""T"" is third-year.";"formula_or_model_found";"Yes";"region";"";"environnement / climat";"agridat::paper::10.4141/cjps88-130";"lin.unbalanced";"Yes";"yield";"loc";"linunbalanced::multienvironmenttrialof33barleygenotypesin18locations";"unique"
"agridat";"linder.wheat";"linder.wheat";"response_table";"Multi-environment trial of wheat in Switzerland";"Arthur Linder (1960). Design and Analysis of Experiments, notes on lectures held during the fall semester 1963 at the Statistics Department, University of North Carolina, page 160. https://www.stat.ncsu.edu/information/library/mimeo.archive/ISMS_1964_398-A.pdf";"env, block, gen, yield";"";252;4;"No";"No";"";"No";"gen";"yield";"documented_formula";"yield~gen*eb";"Yes";"";"";"";"";"yield~gen*eb | m1 <- gge(dat, yield~gen*eb, env.group=env)";"yield, gen, eb, m1, gge, dat, env.group, env";"";"Source: Arthur Linder (1960). Design and Analysis of Experiments, notes on lectures held during the fall semester 1963 at the Statistics Department, University of North Carolina, page 160. https://www.stat.ncsu.edu/information/library/mimeo.archive/ISMS_1964_398-A.pdf || References: None. || Description: Multi-environment trial of wheat in Switzerland || Details: An experiment of 9 varieties of wheat in 7 localities in Switzerland in 1960, RCB design.";"formula_or_model_found";"No";"";"";"environnement / climat";"agridat::bundle::linder.wheat";"linder.wheat";"Yes";"yield";"gen";"linderwheat::multienvironmenttrialofwheatinswitzerland";"unique"
"agridat";"little.splitblock";"little.splitblock";"response_table";"Split-block experiment of sugar beets";"Thomas M. Little, F. Jackson Hills. (1978) _Agricultural Experimentation_";"row, col, yield, harvest, nitro, block";"";80;6;"No";"No";"";"Yes";"row, col";"yield";"documented_formula";"yield ~ col*row";"Yes";"";"";"Models/methods detected: anova.";"anova";"yield ~ col*row | yield ~ nitro|H | yield ~ harvest|N | aov(yield ~ R + C + N + H + N:H + Error(R:C:N + C:H + C:N:H | the error terms in the ANOVA table. | desplot(dat, yield ~ col*row,";"yield, col, row, nitro, H, harvest, N, R, C, Error, the, error, terms, in, ANOVA, table., desplot, dat";"";"Source: Thomas M. Little, F. Jackson Hills. (1978) _Agricultural Experimentation_ || References: None. || Description: Split-block experiment of sugar beets. || Details: Four rates of nitrogen, laid out as a 4x4 Latin-square experiment. Within each column block, the sub-plots are strips (across 4 rows) of 5 different harvest dates. The use of sub-plots a s strips necessitates care when determining the error terms in the ANOVA table. Note, Little has yield value of 22.3 for row 3, column I-H3. This data uses 23.3 in order to match the marginal totals given by Little.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::bundle::little.splitblock";"little.splitblock";"Yes";"yield";"row, col";"littlesplitblock::splitblockexperimentofsugarbeets";"unique"
"agridat";"loesell.bean.uniformity";"loesell.bean.uniformity";"response_table";"Uniformity trial of white pea beans";"Loesell, Clarence (1936). Size of plot & number of replications necessary for varietal trials with white pea beans. PhD Thesis, Michigan State. Table 3, p. 9-10. https://d.lib.msu.edu/etd/5271";"row, col, yield";"";1890;3;"No";"No";"";"Yes";"row, col";"yield";"documented_formula";"yield ~ col*row";"Yes";"";"";"";"";"yield ~ col*row | desplot(dat, yield ~ col*row,";"yield, col, row, desplot, dat";"";"Source: Loesell, Clarence (1936). Size of plot & number of replications necessary for varietal trials with white pea beans. PhD Thesis, Michigan State. Table 3, p. 9-10. https://d.lib.msu.edu/etd/5271 || References: None || Description: Uniformity trial of white pea beans || Details: Trial conducted at Michigan Agricultural Experiment Station, 1.75 acres. Beans were planted in rows 28 inches apart on 15 Jun 1932. Plants spaced 1 to 2 inches apart. After planting, an area 210 ft x 210 feet. This area was divided into 21 columns, each 10 foot wide, and each containing90 rows. Field length: 90 rows * 28 inches = 210 feet. Field width: 21 series * 10 feet = 210 feet. Author's conclusion: Increasing the size of the plot by increasing its length was more efficient than increasing its width. Note, the missing values in this dataset are a result of the PDF scan omitting corners of the table.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::bundle::loesell.bean.uniformity";"loesell.bean.uniformity";"Yes";"yield";"row, col";"loesellbeanuniformity::uniformitytrialofwhitepeabeans";"unique"
"agridat";"lonnquist.maize";"lonnquist.maize";"response_table";"Multi-environment trial of maize, half diallel";"J. H. Lonnquist, C. O. Gardner. (1961) Heterosis in Intervarietal Crosses in Maize and Its Implication in Breeding Procedures. Crop Science, 1, 179-183. Table 1.";"p1, p2, yield";"";78;3;"No";"No";"";"Yes";"p1, p2";"yield";"documented_formula";"yield ~ p1*p2";"Yes";"10.2135/cropsci2010.05.0272 | 10.2307/2528181";"REML‐Based Diallel Analysis | Analysis and Interpretation of the Variety Cross Diallel and Related Populations";"Referenced work: REML‐Based Diallel Analysis | Analysis and Interpretation of the Variety Cross Diallel and Related Populations.  Models/methods detected: anova, lm.";"anova, lm";"yield ~ p1*p2 | lm(yield ~ GCA(p1, p2 | yield ~ p1 + p2 | asreml(yield~ 1, data=d2, random = ~ p1 + and(p2 | asreml(yield~ p1 + and(p2 | levelplot(yield ~ p1*p2, dat, col.regions=redblue,";"yield, p1, p2, GCA, asreml, d2, random, and, levelplot, dat, col.regions, redblue";"lonnquist.maize";"Source: J. H. Lonnquist, C. O. Gardner. (1961) Heterosis in Intervarietal Crosses in Maize and Its Implication in Breeding Procedures. Crop Science, 1, 179-183. Table 1. || References: Mohring, Melchinger, Piepho. (2011). REML-Based Diallel Analysis. _Crop Science_, 51, 470-478. https://doi.org/10.2135/cropsci2010.05.0272 C. O. Gardner and S. A. Eberhart. 1966. Analysis and Interpretation of the Variety Cross Diallel and Related Populations. _Biometrics_, 22, 439-452. https://doi.org/10.2307/2528181 || Description: Half diallel of maize || Details: Twelve hybrids were selfed/crossed in a half-diallel design. The data here are means adjusted for block effects. Original experiment was 3 reps at 2 locations in 2 years.";"formula_or_model_found";"No";"";"";"environnement / climat";"agridat::paper::10.2135/cropsci2010.05.0272";"lonnquist.maize";"Yes";"yield";"p1, p2";"lonnquistmaize::multienvironmenttrialofmaizehalfdiallel";"unique"
"agridat";"lord.rice.uniformity";"lord.rice.uniformity";"response_table";"Uniformity trial of rice";"Lord, L. (1931). A Uniformity Trial with Irrigated Broadcast Rice. The Journal of Agricultural Science, 21(1), 178-188. https://doi.org/10.1017/S0021859600008029";"field, row, col, grain, straw";"";560;5;"No";"No";"";"Yes";"field, row, col, straw";"grain";"documented_formula";"grain ~ factor(col";"Yes";"10.1017/s0021859600008029";"A Uniformity Trial with Irrigated Broadcast Rice";"Referenced work: A Uniformity Trial with Irrigated Broadcast Rice.";"";"grain ~ factor(col | grain ~ col*row|field | grain ~ straw|field | # bwplot(grain ~ factor(col)|field,dat) | desplot(dat, grain ~ col*row|field, | # xyplot(grain ~ straw|field, dat)";"grain, factor, col, row, field, straw, bwplot, dat, desplot, xyplot";"lord.rice.uniformity";"Source: Lord, L. (1931). A Uniformity Trial with Irrigated Broadcast Rice. The Journal of Agricultural Science, 21(1), 178-188. https://doi.org/10.1017/S0021859600008029 || References: None || Description: Uniformity trial of rice in Ceylon, 1929. || Details: In 1929, eight fields 1/5 acre in size were broadcast seeded with rice at the Anuradhapura Experiment Station in the northern dry zone of Ceylon. After broadcast, the fields were marked into 10 ft by 10 ft squares. At harvest, weights of grain and straw were recorded. Fields 10-14 were on one side of a drain, and fields 26-28 on the other side. Each field was surrounded by a bund. Plots next to the bunds had higher yields. Field width: 5 plots * 10 feet = 50 feet Field length: 14 plots * 10 feet = 140 feet Conclusions: ""It would appear that plots of about 1/87 acre are the most effective.""";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.1017/s0021859600008029";"lord.rice.uniformity";"Yes";"grain";"field, row, col, straw";"lordriceuniformity::uniformitytrialofrice";"unique"
