metadata_schema;dataset_doi;dataset_title;dataset_repo;dataset_n_files;dataset_literature_score;publication_doi;publication_title;publication_venue;publication_year;publication_resolved;linked_publication_relationship;discovery_source;estimators_from_metadata;formula_status;formula_pub;formula_completeness;local_pdf;local_tei;local_raw_dir;download_status;verification_notes;ingestion_status;ingestion_next_step;bib_key
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.gb794;Data from: Caching reduces kleptoparasitism in a solitary, large felid;dryad;5;3;;[dataset-first, publication non resolue] Data from: Caching reduces kleptoparasitism in a solitary, large felid;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_gb794;downloaded;5 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/1365-2656.12654;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_gb
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.6523g;Data from: Similarity in G matrix structure among natural populations of Arabidopsis lyrata;dryad;6;3;;[dataset-first, publication non resolue] Data from: Similarity in G matrix structure among natural populations of Arabidopsis lyrata;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_6523g;downloaded;4 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/evo.13034;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_65
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.p7p1jb3;Data from: Sex-specific additive genetic variances and correlations for fitness in a song sparrow (Melospiza melodia) population subject to natural immigration and inbreeding;dryad;3;3;;[dataset-first, publication non resolue] Data from: Sex-specific additive genetic variances and correlations for fitness in a song sparrow (Melospiza melodia) population subject to natural immigration and inbreeding;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_p7p1jb3;downloaded;2 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/evo.13575;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_p7
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.n8pk0p2tw;Results of CNN-based pollen analysis;dryad;1;3;;[dataset-first, publication non resolue] Results of CNN-based pollen analysis;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_n8pk0p2tw;downloaded;1 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/2041-210x.13575;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_n8
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.cr0c8c7;Data from: Habitat discontinuities form strong barriers to gene flow among mangrove populations, despite the capacity for long distance dispersal;dryad;1;3;;[dataset-first, publication non resolue] Data from: Habitat discontinuities form strong barriers to gene flow among mangrove populations, despite the capacity for long distance dispersal;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_cr0c8c7;downloaded;1 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/ddi.12851;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_cr
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.t5b72qv;Data from: Spatially explicit abundance estimation of a rare habitat specialist: implications for SECR study design;dryad;3;3;;[dataset-first, publication non resolue] Data from: Spatially explicit abundance estimation of a rare habitat specialist: implications for SECR study design;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_t5b72qv;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | publication liee non resolue via OpenAlex: 10.1002/ecs2.2217;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_t5
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.8cz8w9h52;Impacts of Pleistocene extinctions on the biomass and energy use of local mammal assemblages around the world;dryad;5;3;;[dataset-first, publication non resolue] Impacts of Pleistocene extinctions on the biomass and energy use of local mammal assemblages around the world;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_8cz8w9h52;downloaded;1 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1002/ecog.07961;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_8c
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.14016627;SLICES-PLUS;zenodo;1;3;;[dataset-first, publication non resolue] SLICES-PLUS;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_14016627;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.21953249;"Supplementary material and archived generation outputs for ""LithoGPT: Baseline Floors, Depth Conditioning, and Coherence at Range in Autoregressive Well-Log Generation""";zenodo;4;3;;"[dataset-first, publication non resolue] Supplementary material and archived generation outputs for ""LithoGPT: Baseline Floors, Depth Conditioning, and Coherence at Range in Autoregressive Well-Log Generation""";;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_21953249;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.qv5p3r8;Data from: Meta‐analyzing the likely cross‐species responses to climate change;dryad;4;3;;[dataset-first, publication non resolue] Data from: Meta‐analyzing the likely cross‐species responses to climate change;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_qv5p3r8;downloaded;2 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1002/ece3.5617;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_qv
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.fc384rk;Data from: Heritability of plumage colour morph variation in a wild population of promiscuous, long-lived Australian magpies;dryad;7;3;;[dataset-first, publication non resolue] Data from: Heritability of plumage colour morph variation in a wild population of promiscuous, long-lived Australian magpies;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_fc384rk;downloaded;2 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1038/s41437-019-0212-4;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_fc
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.78j8g;Data from: Evolutionary processes, dispersal limitation and climatic history shape current diversity patterns of European dragonflies;dryad;1;3;;[dataset-first, publication non resolue] Data from: Evolutionary processes, dispersal limitation and climatic history shape current diversity patterns of European dragonflies;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_78j8g;downloaded;1 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/ecog.03137;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_78
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.13318909;New Insights into the Correlation between Bone Mineral Density at Various Sites and Dental Caries: Highlighting the Role of Head Bone Mineral Density;zenodo;1;3;;[dataset-first, publication non resolue] New Insights into the Correlation between Bone Mineral Density at Various Sites and Dental Caries: Highlighting the Role of Head Bone Mineral Density;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_13318909;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.7441946;Supplementary Materials to the publication Wood structure explained by complex spatial source-sink interactions;zenodo;1;2;;[dataset-first, publication non resolue] Supplementary Materials to the publication Wood structure explained by complex spatial source-sink interactions;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_7441946;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_7
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.26dk2;Data from: Termite mounds can increase the robustness of dryland ecosystems to climatic change;dryad;20;2;;[dataset-first, publication non resolue] Data from: Termite mounds can increase the robustness of dryland ecosystems to climatic change;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_26dk2;downloaded;7 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1126/science.1261487;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_26
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.8ns67;Data from: Parallel effects of the inversion In(3R)Payne on body size across the North American and Australian clines in Drosophila melanogaster;dryad;1;2;;[dataset-first, publication non resolue] Data from: Parallel effects of the inversion In(3R)Payne on body size across the North American and Australian clines in Drosophila melanogaster;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_8ns67;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | publication liee non resolue via OpenAlex: 10.1111/jeb.12847;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_8n
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.c59zw3rgr;Data Archival for Economic Cost Modeling of Chinook Habitat Restoration in the Stillaguamish River Basin;dryad;10;2;;[dataset-first, publication non resolue] Data Archival for Economic Cost Modeling of Chinook Habitat Restoration in the Stillaguamish River Basin;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_c59zw3rgr;downloaded;9 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_c5
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.c6c4bt8;Data from: Nitrous oxide (N2O) emissions from subsurface soils of agricultural ecosystems;dryad;2;2;;[dataset-first, publication non resolue] Data from: Nitrous oxide (N2O) emissions from subsurface soils of agricultural ecosystems;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_c6c4bt8;downloaded;1 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1007/s10021-019-00363-z;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_c6
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.20304623;Datasets on Data-Driven Nitrogen Management Framework;zenodo;2;2;;[dataset-first, publication non resolue] Datasets on Data-Driven Nitrogen Management Framework;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_20304623;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.0f8q1;Data from: Paternal intergenerational epigenetic response to heat exposure in male Wild guinea pigs;dryad;4;2;;[dataset-first, publication non resolue] Data from: Paternal intergenerational epigenetic response to heat exposure in male Wild guinea pigs;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_0f8q1;downloaded;4 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/mec.13494;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_0f
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.0n761;Data from: Phylogenetic analysis using Lévy processes: finding jumps in the evolution of continuous traits;dryad;5;2;;[dataset-first, publication non resolue] Data from: Phylogenetic analysis using Lévy processes: finding jumps in the evolution of continuous traits;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_0n761;downloaded;4 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1093/sysbio/sys086;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_0n
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.3bh66;Data from: Landscape structure influences urban vegetation vertical structure;dryad;7;2;;[dataset-first, publication non resolue] Data from: Landscape structure influences urban vegetation vertical structure;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_3bh66;downloaded;2 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/1365-2664.12741;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_3b
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.h1t4h1m;Data from: Rates of population differentiation and speciation are decoupled in sea snakes;dryad;1;2;;[dataset-first, publication non resolue] Data from: Rates of population differentiation and speciation are decoupled in sea snakes;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_h1t4h1m;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | publication liee non resolue via OpenAlex: 10.1098/rsbl.2018.0563;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_h1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.qb2s9f2;Data from: Climate-niche factor analysis: a spatial approach to quantifying species vulnerability to climate change;dryad;4;2;;[dataset-first, publication non resolue] Data from: Climate-niche factor analysis: a spatial approach to quantifying species vulnerability to climate change;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_qb2s9f2;downloaded;4 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/ecog.03937;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_qb
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.n02v6wx09;Individual repeatability of avian migration phenology: a systematic review and meta-analysis;dryad;8;2;;[dataset-first, publication non resolue] Individual repeatability of avian migration phenology: a systematic review and meta-analysis;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_n02v6wx09;downloaded;7 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_n0
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.13970638;SERENA EJPSOIL IE SOC Loss SOC;zenodo;2;2;;[dataset-first, publication non resolue] SERENA EJPSOIL IE SOC Loss SOC;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_13970638;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.qfttdz0gx;The contributions of individual traits to survival among terrestrial juvenile pond-breeding salamanders;dryad;12;2;;[dataset-first, publication non resolue] The contributions of individual traits to survival among terrestrial juvenile pond-breeding salamanders;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_qfttdz0gx;downloaded;7 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1111/1365-2435.13973;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_qf
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.14715630;Aggregated hedonic datasets for Busan, Daegu, Daejeon, and Gwangju;zenodo;4;2;;[dataset-first, publication non resolue] Aggregated hedonic datasets for Busan, Daegu, Daejeon, and Gwangju;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_14715630;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.14863290;Sky model of Cygnus A extracted from LOFAR-HBA observations at 110–250 MHz;zenodo;1;2;;[dataset-first, publication non resolue] Sky model of Cygnus A extracted from LOFAR-HBA observations at 110–250 MHz;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_14863290;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.17544324;gp-gam-optimisation-dataset: Example input and output data for Gaussian Process and GAM workflow (H₂SO₄, January 2017);zenodo;1;2;;[dataset-first, publication non resolue] gp-gam-optimisation-dataset: Example input and output data for Gaussian Process and GAM workflow (H₂SO₄, January 2017);;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_17544324;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.20682454;Replication Package: Eastern Mediterranean Naval Power Competition;zenodo;1;2;;[dataset-first, publication non resolue] Replication Package: Eastern Mediterranean Naval Power Competition;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_20682454;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.2463f63;Data from: Meta-analysis of yield response of foliar fungicide-treated hybrid corn in the United States and Ontario, Canada;dryad;4;2;;[dataset-first, publication non resolue] Data from: Meta-analysis of yield response of foliar fungicide-treated hybrid corn in the United States and Ontario, Canada;;;False;isCitedBy;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_2463f63;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | publication liee non resolue via OpenAlex: 10.1371/journal.pone.0217510;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_24
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.59zw3r266;Moss growth, development, morphology, and physiology dataset and code;dryad;7;2;;[dataset-first, publication non resolue] Moss growth, development, morphology, and physiology dataset and code;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_59zw3r266;partial;"2 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: Multivariate_analyses_Kollar_DRYAD.R: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/584209/download; scaled.ThreeLHtraits.parexp.obj: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/584206/download; This_MossQuantGenreadme.docx: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/584208/download | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide)";raw_data_partial_download_pending_loader;some files failed to download (see verification_notes) -- inspect local_raw_dir, complete the download manually if needed, then write the loader;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_59
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.9w0vt4bbp;Habitat light sets the boundaries for the rapid evolution of cichlid fish vision, while sexual selection can tune it within those limits;dryad;3;2;;[dataset-first, publication non resolue] Habitat light sets the boundaries for the rapid evolution of cichlid fish vision, while sexual selection can tune it within those limits;;;False;;dataset_first;[];no_linked_publication;;;;;;failed;"3 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: expression_data.csv: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/272279/download; lens_transmission_individually.csv: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/272281/download; raw_reflectance.csv: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/272280/download | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide)";candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_9w
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.kkwh70s5r;Data on measuring splash dispersal of a major wheat pathogen in the field;dryad;1;2;;[dataset-first, publication non resolue] Data on measuring splash dispersal of a major wheat pathogen in the field;;;False;preprint;dataset_first;[];pending_grobid_kg;;;;;;failed;1 fichier(s) au format donnee reelle detecte(s) | erreurs telechargement: Data_no_scans.zip: 429 Client Error: Too Many Requests for url: https://datadryad.org/api/v2/files/1172105/download | publication liee non resolue via OpenAlex: 10.1101/2021.03.23.436423;candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_kk
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.13924376;Spatial Tumor-Immune Analysis: Insights from Pathology Slides and Breast Cancer Survival;zenodo;4;2;;[dataset-first, publication non resolue] Spatial Tumor-Immune Analysis: Insights from Pathology Slides and Breast Cancer Survival;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_13924376;downloaded;4 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.13988131;Supplementary Files to: Advances and shortfalls in the knowledge of Antarctic terrestrial biodiversity;zenodo;12;2;;[dataset-first, publication non resolue] Supplementary Files to: Advances and shortfalls in the knowledge of Antarctic terrestrial biodiversity;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_13988131;downloaded;6 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
